route_short_name,route_long_name,route_type,route_id,agency_id
,108DOWN,3,0,DIMTS
,108STLDOWN,3,1,DIMTS
,108STLUP,3,2,DIMTS
,108UP,3,3,DIMTS
,185DOWN,3,4,DIMTS
,185LNKSTLDOWN,3,5,DIMTS
,185LNKSTLUP,3,6,DIMTS
,185STLDOWN,3,7,DIMTS
,185STLUP,3,8,DIMTS
,185UP,3,9,DIMTS
,234CL_DOWN,3,10,DIMTS
,234CL_UP,3,11,DIMTS
,262DOWN,3,12,DIMTS
,262LINKSTLDOWN,3,13,DIMTS
,262LINKSTLUP,3,14,DIMTS
,262UP,3,15,DIMTS
,78DOWN,3,16,DIMTS
,78STLDOWN,3,17,DIMTS
,78STLUP,3,18,DIMTS
,78UP,3,19,DIMTS
,7LNKSTLDOWN,3,20,DIMTS
,7LNKSTLUP,3,21,DIMTS
,813CLDOWN,3,22,DIMTS
,813CLUP,3,23,DIMTS
,813LNKSTLDOWN,3,24,DIMTS
,813LNKSTLUP,3,25,DIMTS
,937ADOWN,3,26,DIMTS
,937AUP,3,27,DIMTS
,982LNKSTLDOWN,3,28,DIMTS
,982LNKSTLUP,3,29,DIMTS
,185LSTL2DOWN,3,30,DIMTS
,185LSTL2UP,3,31,DIMTS
,185LSTLDOWN,3,32,DIMTS
,185LSTLUP,3,33,DIMTS
,206ADOWN,3,34,DIMTS
,206AUP,3,35,DIMTS
,211DOWN,3,36,DIMTS
,211UP,3,37,DIMTS
,253DOWN,3,38,DIMTS
,253UP,3,39,DIMTS
,258DOWN,3,40,DIMTS
,258STLDOWN,3,41,DIMTS
,258STLUP,3,42,DIMTS
,258UP,3,43,DIMTS
,348DOWN,3,44,DIMTS
,348UP,3,45,DIMTS
,971LNKSTLDOWN,3,46,DIMTS
,971LNKSTLUP,3,47,DIMTS
,578ADOWN,3,48,DIMTS
,578AUP,3,49,DIMTS
,578DOWN,3,50,DIMTS
,578LSTLDOWN,3,51,DIMTS
,578LSTLUP,3,52,DIMTS
,578UP,3,53,DIMTS
,708_DOWN,3,54,DIMTS
,708_UP,3,55,DIMTS
,708ADOWN,3,56,DIMTS
,708AUP,3,57,DIMTS
,719ADOWN,3,58,DIMTS
,719AUP,3,59,DIMTS
,719DOWN,3,60,DIMTS
,719STLDOWN,3,61,DIMTS
,719STLUP,3,62,DIMTS
,719UP,3,63,DIMTS
,720DOWN,3,64,DIMTS
,720UP,3,65,DIMTS
,723DOWN,3,66,DIMTS
,723UP,3,67,DIMTS
,743ADOWN,3,68,DIMTS
,743ASTLUP,3,69,DIMTS
,743AUP,3,70,DIMTS
,743DOWN,3,71,DIMTS
,743STLDOWN,3,72,DIMTS
,743STLUP,3,73,DIMTS
,743UP,3,74,DIMTS
,745ADOWN,3,75,DIMTS
,745DOWN,3,76,DIMTS
,745EUP,3,77,DIMTS
,745STLDOWN,3,78,DIMTS
,745STLUP,3,79,DIMTS
,745UP,3,80,DIMTS
,753DOWN,3,81,DIMTS
,753UP,3,82,DIMTS
,764DOWN,3,83,DIMTS
,764MPSTLDOWN,3,84,DIMTS
,764MPSTLUP,3,85,DIMTS
,764MVSTLDOWN,3,86,DIMTS
,764MVSTLUP,3,87,DIMTS
,764SDOWN,3,88,DIMTS
,764SUP,3,89,DIMTS
,764UP,3,90,DIMTS
,770ADOWN,3,91,DIMTS
,770ALTDDOWN,3,92,DIMTS
,770ALTDUP,3,93,DIMTS
,770AUP,3,94,DIMTS
,770BDOWN,3,95,DIMTS
,770BUP,3,96,DIMTS
,774DOWN,3,97,DIMTS
,774STLDOWN,3,98,DIMTS
,774STLUP,3,99,DIMTS
,774UP,3,100,DIMTS
,775ADOWN,3,101,DIMTS
,775AUP,3,102,DIMTS
,778DOWN,3,103,DIMTS
,778UP,3,104,DIMTS
,790+825UP,3,105,DIMTS
,790+876UP,3,106,DIMTS
,790ADOWN,3,107,DIMTS
,790AUP,3,108,DIMTS
,790BDOWN,3,109,DIMTS
,790BUP,3,110,DIMTS
,790DOWN,3,111,DIMTS
,790UP,3,112,DIMTS
,824SSTLDOWN,3,113,DIMTS
,824SSTLUP,3,114,DIMTS
,824STLDOWN,3,115,DIMTS
,824STLUP,3,116,DIMTS
,825+790DOWN,3,117,DIMTS
,825STLDOWN,3,118,DIMTS
,825STLUP,3,119,DIMTS
,836AUP,3,120,DIMTS
,836DOWN,3,121,DIMTS
,836LSTLDOWN,3,122,DIMTS
,836LSTLUP,3,123,DIMTS
,836STLDOWN,3,124,DIMTS
,836STLUP,3,125,DIMTS
,836UP,3,126,DIMTS
,838ADOWN,3,127,DIMTS
,838DOWN,3,128,DIMTS
,838UP,3,129,DIMTS
,840DOWN,3,130,DIMTS
,840STLDOWN,3,131,DIMTS
,840STLUP,3,132,DIMTS
,840UP,3,133,DIMTS
,876+790DOWN,3,134,DIMTS
,876STLDOWN,3,135,DIMTS
,876STLUP,3,136,DIMTS
,878_DOWN,3,137,DIMTS
,878_UP,3,138,DIMTS
,878+578LTD_DOWN,3,139,DIMTS
,878+578LTD_UP,3,140,DIMTS
,878STLDOWN,3,141,DIMTS
,878STLUP,3,142,DIMTS
,891DOWN,3,143,DIMTS
,891STLDOWN,3,144,DIMTS
,891STLUP,3,145,DIMTS
,891UP,3,146,DIMTS
,893DOWN,3,147,DIMTS
,893UP,3,148,DIMTS
,911ADOWN,3,149,DIMTS
,911AUP,3,150,DIMTS
,978STLDOWN,3,151,DIMTS
,LTD_UP,3,152,DIMTS
,239DOWN,3,153,DIMTS
,239UP,3,154,DIMTS
,311ADOWN,3,155,DIMTS
,311AUP,3,156,DIMTS
,336ADOWN,3,157,DIMTS
,336AUP,3,158,DIMTS
,33LNKSTLDOWN,3,159,DIMTS
,33LNKSTLUP,3,160,DIMTS
,33LSTLDOWN,3,161,DIMTS
,33LSTLUP,3,162,DIMTS
,534DOWN,3,163,DIMTS
,534UP,3,164,DIMTS
,543ADOWN,3,165,DIMTS
,543AUP,3,166,DIMTS
,611BDOWN,3,167,DIMTS
,611BUP,3,168,DIMTS
,611DOWN,3,169,DIMTS
,611UP,3,170,DIMTS
,623DOWN,3,171,DIMTS
,623EXT UP,3,172,DIMTS
,623EXTDN,3,173,DIMTS
,623UP,3,174,DIMTS
,GL23DOWN,3,175,DIMTS
,GL23UP,3,176,DIMTS
,578STLDOWN,3,177,DIMTS
,578STLUP,3,178,DIMTS
,588DOWN,3,179,DIMTS
,588UP,3,180,DIMTS
,711DOWN,3,181,DIMTS
,711UP,3,182,DIMTS
,712DOWN,3,183,DIMTS
,712UP,3,184,DIMTS
,724DOWN,3,185,DIMTS
,724EXTUP,3,186,DIMTS
,724UP,3,187,DIMTS
,728ADOWN,3,188,DIMTS
,728AUP,3,189,DIMTS
,728EDOWN,3,190,DIMTS
,728EUP,3,191,DIMTS
,728STLUP,3,192,DIMTS
,729DOWN,3,193,DIMTS
,729UP,3,194,DIMTS
,740EXTDOWN,3,195,DIMTS
,740EXTUP,3,196,DIMTS
,761DOWN,3,197,DIMTS
,761UP,3,198,DIMTS
,764LINKSTLDN,3,199,DIMTS
,764LNKSTLUP,3,200,DIMTS
,807ADOWN,3,201,DIMTS
,807AUP,3,202,DIMTS
,808DOWN,3,203,DIMTS
,808UP,3,204,DIMTS
,810DOWN,3,205,DIMTS
,810UP,3,206,DIMTS
,816ADOWN,3,207,DIMTS
,816AUP,3,208,DIMTS
,816DOWN,3,209,DIMTS
,816EXTDOWN,3,210,DIMTS
,816UP,3,211,DIMTS
,817ADOWN,3,212,DIMTS
,817AUP,3,213,DIMTS
,817BDOWN,3,214,DIMTS
,817BUP,3,215,DIMTS
,817DOWN,3,216,DIMTS
,817LNKSTLDOWN,3,217,DIMTS
,817LNKSTLUP,3,218,DIMTS
,817UP,3,219,DIMTS
,824LNKSTLDOWN,3,220,DIMTS
,824LNKSTLUP,3,221,DIMTS
,827LNKSTLUP,3,222,DIMTS
,827STLDOWN,3,223,DIMTS
,827STLUP,3,224,DIMTS
,832DOWN,3,225,DIMTS
,832LINKSTLDOWN,3,226,DIMTS
,832LINKSTLUP,3,227,DIMTS
,832UP,3,228,DIMTS
,833ADOWN,3,229,DIMTS
,833AUP,3,230,DIMTS
,833LNKSTLDOWN,3,231,DIMTS
,833LNKSTLUP,3,232,DIMTS
,835DOWN,3,233,DIMTS
,835STLDOWN,3,234,DIMTS
,835STLUP,3,235,DIMTS
,835UP,3,236,DIMTS
,850DOWN,3,237,DIMTS
,850EDOWN,3,238,DIMTS
,850LTDDOWN,3,239,DIMTS
,850LTDUP,3,240,DIMTS
,850STLDOWN,3,241,DIMTS
,850STLUP,3,242,DIMTS
,850UP,3,243,DIMTS
,874DOWN,3,244,DIMTS
,874UP,3,245,DIMTS
,883ADOWN,3,246,DIMTS
,883B_LTD_DOWN,3,247,DIMTS
,883DOWN,3,248,DIMTS
,883EXTDOWN,3,249,DIMTS
,883EXTUP,3,250,DIMTS
,883UP,3,251,DIMTS
,972DOWN,3,252,DIMTS
,972EXTDOWN,3,253,DIMTS
,972EXTUP,3,254,DIMTS
,972UP,3,255,DIMTS
,978ADOWN,3,256,DIMTS
,978AUP,3,257,DIMTS
,978EDOWN,3,258,DIMTS
,978EUP,3,259,DIMTS
,114+990_DN,3,260,DIMTS
,114+990_UP,3,261,DIMTS
,114+990E_D,3,262,DIMTS
,114+990E_U,3,263,DIMTS
,114ST+901D,3,264,DIMTS
,182ACLSTLU,3,265,DIMTS
,219EXTDOWN,3,266,DIMTS
,219EXTUP,3,267,DIMTS
,219STLDOWN,3,268,DIMTS
,219STLUP,3,269,DIMTS
,234CLEDOWN,3,270,DIMTS
,234CLEUP,3,271,DIMTS
,901CLDOWN,3,272,DIMTS
,901CLUP,3,273,DIMTS
,901DOWN,3,274,DIMTS
,901STLCLUP,3,275,DIMTS
,901UP,3,276,DIMTS
,921CLDOWN,3,277,DIMTS
,921CLUP,3,278,DIMTS
,921EUP,3,279,DIMTS
,921STLUP,3,280,DIMTS
,927EXTDOWN,3,281,DIMTS
,927EXTUP,3,282,DIMTS
,927STLDOWN,3,283,DIMTS
,927STLUP,3,284,DIMTS
,929ADOWN,3,285,DIMTS
,929AUP,3,286,DIMTS
,929DOWN,3,287,DIMTS
,929LSTLDOWN,3,288,DIMTS
,929LSTLUP,3,289,DIMTS
,929UP,3,290,DIMTS
,938ACLDOWN,3,291,DIMTS
,938ACLUP,3,292,DIMTS
,938LINKSTLUP,3,293,DIMTS
,938LNKSTLDOWN,3,294,DIMTS
,962EXTCLDN,3,295,DIMTS
,962EXTCLUP,3,296,DIMTS
,962STLDOWN,3,297,DIMTS
,962STLUP,3,298,DIMTS
,990CLDOWN,3,299,DIMTS
,990CLUP,3,300,DIMTS
,990E_CL_DN,3,301,DIMTS
,990E_CL_UP,3,302,DIMTS
,TMS+PUNJABI BAGH,3,303,DIMTS
,TMS-PBAGH,3,304,DIMTS
,101BDOWN,3,305,DIMTS
,101BUP,3,306,DIMTS
,101EXTDOWN,3,307,DIMTS
,101EXTUP,3,308,DIMTS
,400DOWN,3,309,DIMTS
,400UP,3,310,DIMTS
,402CLDOWN,3,311,DIMTS
,402CLUP,3,312,DIMTS
,403CLDOWN,3,313,DIMTS
,403CLUP,3,314,DIMTS
,403STLDOWN,3,315,DIMTS
,403STLUP,3,316,DIMTS
,404DOWN,3,317,DIMTS
,404LINKSTLUP,3,318,DIMTS
,404UP,3,319,DIMTS
,405ADOWN,3,320,DIMTS
,405ASTLDOWN,3,321,DIMTS
,405ASTLUP,3,322,DIMTS
,405AUP,3,323,DIMTS
,405DOWN,3,324,DIMTS
,405UP,3,325,DIMTS
,418ADOWN,3,326,DIMTS
,418ALNKSTLDOWN,3,327,DIMTS
,418ALNKSTLUP,3,328,DIMTS
,418AUP,3,329,DIMTS
,418EXTDOWN,3,330,DIMTS
,418EXTUP,3,331,DIMTS
,425CLDOWN,3,332,DIMTS
,425CLUP,3,333,DIMTS
,425STLDOWN,3,334,DIMTS
,425STLUP,3,335,DIMTS
,429CLDOWN,3,336,DIMTS
,429CLUP,3,337,DIMTS
,429LSTLUP,3,338,DIMTS
,429STLDOWN,3,339,DIMTS
,429STLDOWN2,3,340,DIMTS
,429STLUP,3,341,DIMTS
,429STLUP2,3,342,DIMTS
,433CLDOWN,3,343,DIMTS
,433CLUP,3,344,DIMTS
,433STLDOWN,3,345,DIMTS
,433STLUP,3,346,DIMTS
,445ADOWN,3,347,DIMTS
,445AUP,3,348,DIMTS
,445STLDOWN,3,349,DIMTS
,445STLUP,3,350,DIMTS
,448CLDOWN,3,351,DIMTS
,448CLUP,3,352,DIMTS
,448EXTUP,3,353,DIMTS
,448STLUP,3,354,DIMTS
,449CLDOWN,3,355,DIMTS
,449CLUP,3,356,DIMTS
,460CLDOWN,3,357,DIMTS
,460CLUP,3,358,DIMTS
,460STL_DN,3,359,DIMTS
,460STL_UP,3,360,DIMTS
,460STLDOWN,3,361,DIMTS
,460STLUP,3,362,DIMTS
,473CLDN,3,363,DIMTS
,473CLUP,3,364,DIMTS
,479ACLDOWN,3,365,DIMTS
,479ACLUP,3,366,DIMTS
,479CLDOWN,3,367,DIMTS
,479CLUP,3,368,DIMTS
,479STLUP,3,369,DIMTS
,480DOWN,3,370,DIMTS
,480UP,3,371,DIMTS
,507CLDOWN,3,372,DIMTS
,507CLUP,3,373,DIMTS
,507STLDOWN,3,374,DIMTS
,507STLUP,3,375,DIMTS
,522CLDOWN,3,376,DIMTS
,522CLUP,3,377,DIMTS
,522STLDOWN,3,378,DIMTS
,522STLUP,3,379,DIMTS
,543STLDOWN,3,380,DIMTS
,543STLUP,3,381,DIMTS
,47ACLDOWN,3,382,DIMTS
,47ACLUP,3,383,DIMTS
,47ALNKSTLDOWN,3,384,DIMTS
,47ALNKSTLUP,3,385,DIMTS
,511ASTLDOWN,3,386,DIMTS
,511ASTLUP,3,387,DIMTS
,540ACLDOWN,3,388,DIMTS
,540ACLUP,3,389,DIMTS
,540CLDOWN,3,390,DIMTS
,540CLUP,3,391,DIMTS
,540STLDOWN,3,392,DIMTS
,540STLUP,3,393,DIMTS
,548CLDOWN,3,394,DIMTS
,548CLUP,3,395,DIMTS
,548EXTDOWN,3,396,DIMTS
,548EXTUP,3,397,DIMTS
,717ADOWN,3,398,DIMTS
,717AUP,3,399,DIMTS
,411LNKSTLDOWN,3,400,DIMTS
,411LNKSTLUP,3,401,DIMTS
,433LNKSTLDOWN,3,402,DIMTS
,433LNKSTLUP,3,403,DIMTS
,717DOWN,3,404,DIMTS
,717UP,3,405,DIMTS
,764EXTDOWN,3,406,DIMTS
,764EXTUP,3,407,DIMTS
,780DOWN,3,408,DIMTS
,780UP,3,409,DIMTS
,781DOWN,3,410,DIMTS
,781UP,3,411,DIMTS
,794DOWN,3,412,DIMTS
,794UP,3,413,DIMTS
,RL-77DOWN,3,414,DIMTS
,RL-77UP,3,415,DIMTS
,157ADOWN,3,416,DIMTS
,157AUP,3,417,DIMTS
,157STLDOWN,3,418,DIMTS
,157STLUP,3,419,DIMTS
,165DOWN,3,420,DIMTS
,165UP,3,421,DIMTS
,212ADOWN,3,422,DIMTS
,212AUP,3,423,DIMTS
,212DOWN,3,424,DIMTS
,212UP,3,425,DIMTS
,236DOWN,3,426,DIMTS
,236UP,3,427,DIMTS
,261DOWN,3,428,DIMTS
,261LNKSTLDOWN,3,429,DIMTS
,261LNKSTLUP,3,430,DIMTS
,261UP,3,431,DIMTS
,309EXTDOWN,3,432,DIMTS
,309EXTUP,3,433,DIMTS
,331LNKSTLDOWN,3,434,DIMTS
,331LNKSTLUP,3,435,DIMTS
,419LSTLDOWN,3,436,DIMTS
,419LSTLUP,3,437,DIMTS
,73LNKSTLDOWN,3,438,DIMTS
,73LNKSTLUP,3,439,DIMTS
,85DOWN,3,440,DIMTS
,85UP,3,441,DIMTS
,871ADOWN,3,442,DIMTS
,871AUP,3,443,DIMTS
,871DOWN,3,444,DIMTS
,871UP,3,445,DIMTS
,125EXTDOWN,3,446,DIMTS
,125EXTUP,3,447,DIMTS
,143DOWN,3,448,DIMTS
,143UP,3,449,DIMTS
,205DOWN,3,450,DIMTS
,205LSTLDOWN,3,451,DIMTS
,205LSTLUP,3,452,DIMTS
,205UP,3,453,DIMTS
,208DOWN,3,454,DIMTS
,208LNKSTLDOWN,3,455,DIMTS
,208LNKSTLUP,3,456,DIMTS
,208UP,3,457,DIMTS
,221DOWN,3,458,DIMTS
,221UP,3,459,DIMTS
,246CLDOWN,3,460,DIMTS
,246CLUP,3,461,DIMTS
,310DOWN,3,462,DIMTS
,310UP,3,463,DIMTS
,336ALNKSTLDOWN,3,464,DIMTS
,336ALNKSTLUP,3,465,DIMTS
,73DOWN,3,466,DIMTS
,73UP,3,467,DIMTS
,847DOWN,3,468,DIMTS
,847UP,3,469,DIMTS
,85EXTDOWN,3,470,DIMTS
,85EXTUP,3,471,DIMTS
,88ADOWN,3,472,DIMTS
,88AUP,3,473,DIMTS
,932ADOWN,3,474,DIMTS
,932AUP,3,475,DIMTS
,997DOWN,3,476,DIMTS
,997UP,3,477,DIMTS
,181ADOWN,3,478,DIMTS
,181AUP,3,479,DIMTS
,214CLDOWN,3,480,DIMTS
,214CLUP,3,481,DIMTS
,405STLDOWN,3,482,DIMTS
,405STLUP,3,483,DIMTS
,408CLDOWN,3,484,DIMTS
,408CLUP,3,485,DIMTS
,408EXTCLDOWN,3,486,DIMTS
,408EXTCLUP,3,487,DIMTS
,408STLDOWN,3,488,DIMTS
,408STLUP,3,489,DIMTS
,410ACLUP,3,490,DIMTS
,410CLDOWN,3,491,DIMTS
,410CLUP,3,492,DIMTS
,410STL2DOWN,3,493,DIMTS
,410STL2UP,3,494,DIMTS
,410STLDOWN,3,495,DIMTS
,410STLUP,3,496,DIMTS
,411STLDN,3,497,DIMTS
,411STLDOWN,3,498,DIMTS
,450LNKSTLDOWN,3,499,DIMTS
,450LNKSTLUP,3,500,DIMTS
,457STLDOWN,3,501,DIMTS
,457STLUP,3,502,DIMTS
,47ASTL2UP,3,503,DIMTS
,624ACLDOWN,3,504,DIMTS
,624ACLUP,3,505,DIMTS
,624ALINKSTLDOWN,3,506,DIMTS
,624ALINKSTLUP,3,507,DIMTS
,624BLNKSTLDOWN,3,508,DIMTS
,624BLNKSTLUP,3,509,DIMTS
,803CLDOWN,3,510,DIMTS
,803CLUP,3,511,DIMTS
,805ADOWN,3,512,DIMTS
,805AUP,3,513,DIMTS
,894CLDOWN,3,514,DIMTS
,894CLUP,3,515,DIMTS
,894STLDOWN,3,516,DIMTS
,894STLUP,3,517,DIMTS
,91DOWN,3,518,DIMTS
,91LINKSTLDOWN,3,519,DIMTS
,91LINKSTLUP,3,520,DIMTS
,91UP,3,521,DIMTS
,TMS(+)LAJPATNAGAR,3,522,DIMTS
,TMS+AL,3,523,DIMTS
,TMS+LAJPAT-AZADPUR,3,524,DIMTS
,TMS-AZADPUR-LAJPAT,3,525,DIMTS
,TMS-LAJPATNAGAR,3,526,DIMTS
,TMS-LAJPATNGR-AZADPURTERMINAL,3,527,DIMTS
,721DOWN,3,528,DIMTS
,721UP,3,529,DIMTS
,727DOWN,3,530,DIMTS
,727UP,3,531,DIMTS
,751DOWN,3,532,DIMTS
,751UP,3,533,DIMTS
,03DOWN,3,534,DIMTS
,03STLDOWN,3,535,DIMTS
,03STLUP,3,536,DIMTS
,03UP,3,537,DIMTS
,100DOWN,3,538,DIMTS
,100STLDOWN,3,539,DIMTS
,100STLUP,3,540,DIMTS
,100UP,3,541,DIMTS
,102DOWN,3,542,DIMTS
,102STLDOWN,3,543,DIMTS
,102STLUP,3,544,DIMTS
,102UP,3,545,DIMTS
,103ADOWN,3,546,DIMTS
,103AUP,3,547,DIMTS
,103DOWN,3,548,DIMTS
,103UP,3,549,DIMTS
,104DOWN,3,550,DIMTS
,104STLDOWN,3,551,DIMTS
,104STLUP,3,552,DIMTS
,104UP,3,553,DIMTS
,106DOWN,3,554,DIMTS
,106UP,3,555,DIMTS
,107DOWN,3,556,DIMTS
,107STLDOWN,3,557,DIMTS
,107STLUP,3,558,DIMTS
,107UP,3,559,DIMTS
,109ADOWN,3,560,DIMTS
,109AUP,3,561,DIMTS
,109DOWN,3,562,DIMTS
,109STLDOWN,3,563,DIMTS
,109STLUP,3,564,DIMTS
,109UP,3,565,DIMTS
,112ADOWN,3,566,DIMTS
,112AUP,3,567,DIMTS
,112DOWN,3,568,DIMTS
,112STLDOWN,3,569,DIMTS
,112STLUP,3,570,DIMTS
,112UP,3,571,DIMTS
,113ADOWN,3,572,DIMTS
,113AUP,3,573,DIMTS
,113DOWN,3,574,DIMTS
,113STLDOWN,3,575,DIMTS
,113STLUP,3,576,DIMTS
,113UP,3,577,DIMTS
,114A_DOWN,3,578,DIMTS
,114A_UP,3,579,DIMTS
,114ADOWN,3,580,DIMTS
,114ASTLDOWN,3,581,DIMTS
,114ASTLUP,3,582,DIMTS
,114AUP,3,583,DIMTS
,114BDOWN,3,584,DIMTS
,114BUP,3,585,DIMTS
,114DOWN,3,586,DIMTS
,114STLDOWN,3,587,DIMTS
,114STLUP,3,588,DIMTS
,114UP,3,589,DIMTS
,117DOWN,3,590,DIMTS
,117UP,3,591,DIMTS
,119ADOWN,3,592,DIMTS
,119AUP,3,593,DIMTS
,119DOWN,3,594,DIMTS
,119STLDOWN,3,595,DIMTS
,119STLUP,3,596,DIMTS
,119UP,3,597,DIMTS
,120ADOWN,3,598,DIMTS
,120AUP,3,599,DIMTS
,120DOWN,3,600,DIMTS
,120STLDOWN,3,601,DIMTS
,120STLUP,3,602,DIMTS
,120UP,3,603,DIMTS
,123DOWN,3,604,DIMTS
,123STLDOWN,3,605,DIMTS
,123STLUP,3,606,DIMTS
,123UP,3,607,DIMTS
,124DOWN,3,608,DIMTS
,124STLDOWN,3,609,DIMTS
,124STLUP,3,610,DIMTS
,124UP,3,611,DIMTS
,125ADOWN,3,612,DIMTS
,125AUP,3,613,DIMTS
,125DOWN,3,614,DIMTS
,125STLDOWN,3,615,DIMTS
,125STLUP,3,616,DIMTS
,125UP,3,617,DIMTS
,126DOWN,3,618,DIMTS
,126STLDOWN,3,619,DIMTS
,126STLUP,3,620,DIMTS
,126UP,3,621,DIMTS
,127DOWN,3,622,DIMTS
,127STLDOWN,3,623,DIMTS
,127STLUP,3,624,DIMTS
,127UP,3,625,DIMTS
,128DOWN,3,626,DIMTS
,128STLDOWN,3,627,DIMTS
,128STLUP,3,628,DIMTS
